Story #;Feature / Group;Type;User Story ;Source;UI Preview;Acceptance Criteria;Activities / Tasks;Ready?;Story Points;Priority;Release;sprint #;Dependency on Other sprints;Status;Notes;Categ. Funzionalità;UI;CodiceSAG per test

